Nome,GIF
"Press Sinistra","https://lh3.googleusercontent.com/d/1ptUpcSN4_9QCGTJ1MfVpJLmW8AVbGj4y"
"Hamstring March","https://lh3.googleusercontent.com/d/1IpnqDReJgWldOOAH8C63q-8AhyiLmmUX"
"Calf Raises Sinistra","https://lh3.googleusercontent.com/d/1HtZIAO_5G2cS6odYzLfLWXmQwXdPEIM6"
"Calf Raises Destra","https://lh3.googleusercontent.com/d/1Ts6lpaEowc1wvQOetEskuiYzBStRfRru"
"IYT","https://lh3.googleusercontent.com/d/1IgisSkJER2xi9KvV9dWLF4r9_9xpzoVU"
"Bicep Curl Destra","https://lh3.googleusercontent.com/d/1uVxlSX9NEkx4SYYOt8SwSN7E9quTlcIh"
"Bicep Curl Sinistra","https://lh3.googleusercontent.com/d/1OWdwdv0lwPEhn6Ev4clWdFd3ALT0okTd"
"Hammer Curl","https://lh3.googleusercontent.com/d/1C7cFWpDRQJwe6_yBSOjI9jNnNyXjbZ2z"
"Weighted Reverse Lunges Destra","https://lh3.googleusercontent.com/d/1YgJAmDv88maoVafaS4t_KGQzwOkhwar0"
"Weighted Reverse Lunges Sinistra","https://lh3.googleusercontent.com/d/1RALEzR3vjRXpOmdVUT1vuqWNdZeH-dCh"
"Zotman Curl","https://lh3.googleusercontent.com/d/1n0G_6qWyZukNwoOe9tayqDXeznQ7_MaW"
"Z Press","https://lh3.googleusercontent.com/d/1UGPUEtLVIQ1UcqkMKT_yxJMeGNkwm_wr"
"Bicep Curl","https://lh3.googleusercontent.com/d/1C8ectOOsXv_-q_yxQHmEqeTXS5RVFcgn"
"Crunches","https://lh3.googleusercontent.com/d/12kbnduz_MyldPvNMMZQOerWxrZGS4QA-"
"Side Bend Destra","https://lh3.googleusercontent.com/d/1Dm1-hFzZ5LDkJ8N6Q02u3aoZB9sZNt2i"
"Side Bend Sinistra","https://lh3.googleusercontent.com/d/1nB9cfitZjErxiptKX2av2Dhrx4l62xZS"
